subject,relation,object,question,label
Huldah Gates,location,Old City of Jerusalem,What is the location of Huldah Gates?,Old City of Jerusalem
Queen Victoria Market,location,Melbourne central business district,What is the location of Queen Victoria Market?,Melbourne central business district
Stonehenge,owned by,National Trust,What was Stonehenge owned by?,National Trust
Stonehenge,located in time zone,Greenwich Mean Time,What is the located in time zone of Stonehenge?,Greenwich Mean Time
Stonehenge,significant event,Guinness World Records,What is the significant event of Stonehenge?,Guinness World Records
Vreta Abbey,location,Ljungsbro,What is the location of Vreta Abbey?,Ljungsbro
Stonehenge,operator,English Heritage,What is the operator of Stonehenge?,English Heritage
Stonehenge,country,United Kingdom,What is the country of Stonehenge?,United Kingdom
Hollywood Boulevard,named after,Hollywood,What was Hollywood Boulevard named after?,Hollywood
Trump Tower,operator,The Trump Organization,What is the operator of Trump Tower?,The Trump Organization
Trump Tower,named after,Donald Trump,Who was Trump Tower named after?,Donald Trump
Trump Tower,located in the administrative territorial entity,Midtown Manhattan,What is the located in the administrative territorial entity of Trump Tower?,Midtown Manhattan
Trump Tower,owned by,The Trump Organization,What was Trump Tower owned by?,The Trump Organization
Trump Tower,architect,Der Scutt,Who does Trump Tower architect?,Der Scutt
Trump Tower,structural engineer,WSP Global,What is the structural engineer of Trump Tower?,WSP Global
Trump Tower,located on street,Fifth Avenue,What is the located on street of Trump Tower?,Fifth Avenue
Stonehenge,heritage designation,World Heritage Site,What is the heritage designation of Stonehenge?,World Heritage Site
Apollo Victoria Theatre,associated electoral district,Cities of London and Westminster,What is the associated electoral district of Apollo Victoria Theatre?,Cities of London and Westminster
Yusupov Palace on Moika,architect,Jean-Baptiste Vallin de la Mothe,Who does Yusupov Palace on Moika architect?,Jean-Baptiste Vallin de la Mothe
Yusupov Palace on Moika,country,Russia,What is the country of Yusupov Palace on Moika?,Russia
Corn Palace,located in the administrative territorial entity,South Dakota,What is the located in the administrative territorial entity of Corn Palace?,South Dakota
Corn Palace,architect,Rapp and Rapp,Who does Corn Palace architect?,Rapp and Rapp
Corn Palace,occupant,South Dakota High School Activities Association,What is the occupant of Corn Palace?,South Dakota High School Activities Association
Yusupov Palace on Moika,owned by,House of Yusupov,What was Yusupov Palace on Moika owned by?,House of Yusupov
Corn Palace,architectural style,Moorish Revival architecture,What is the architectural style of Corn Palace?,Moorish Revival architecture
Corn Palace,has part(s),onion dome,What does Corn Palace have part(s )?,onion dome
Corn Palace,owned by,Mitchell,Who was Corn Palace owned by?,Mitchell
Damavand,present in work,Shahnameh,Who is the present in work of Damavand?,Shahnameh
Damavand,described by source,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of Damavand?,Brockhaus and Efron Encyclopedic Dictionary
Damavand,country,Iran,What is the country of Damavand?,Iran
Miho no Matsubara,located in the administrative territorial entity,Shimizu-ku,Who is the located in the administrative territorial entity of Miho no Matsubara?,Shimizu-ku
Miho no Matsubara,country,Japan,What is the country of Miho no Matsubara?,Japan
Dömitz Fortress,significant event,construction,What is the significant event of Dömitz Fortress?,construction
Damavand,located in the administrative territorial entity,Amol County,What is the located in the administrative territorial entity of Damavand?,Amol County
Gates of Jerusalem,located in the administrative territorial entity,Jerusalem,What is the located in the administrative territorial entity of Gates of Jerusalem?,Jerusalem
Dömitz Fortress,country,Germany,What is the country of Dömitz Fortress?,Germany
Gates of Jerusalem,country,State of Palestine,What is the country of Gates of Jerusalem?,State of Palestine
Gates of Jerusalem,location,Old City of Jerusalem,What is the location of Gates of Jerusalem?,Old City of Jerusalem
Blackpool Tower,associated electoral district,Blackpool South,What is the associated electoral district of Blackpool Tower?,Blackpool South
Blackpool Tower,country,United Kingdom,What is the country of Blackpool Tower?,United Kingdom
Malta Maritime Museum,maintained by,Heritage Malta,What was Malta Maritime Museum maintained by?,Heritage Malta
Apollo Victoria Theatre,owned by,Ambassador Theatre Group,What was Apollo Victoria Theatre owned by?,Ambassador Theatre Group
Apollo Victoria Theatre,country,United Kingdom,What is the country of Apollo Victoria Theatre?,United Kingdom
Ming tombs,located in the administrative territorial entity,Shisanling,What is the located in the administrative territorial entity of Ming tombs?,Shisanling
Apollo Victoria Theatre,located in the administrative territorial entity,City of Westminster,What is the located in the administrative territorial entity of Apollo Victoria Theatre?,City of Westminster
Malta Maritime Museum,owned by,Heritage Malta,What was Malta Maritime Museum owned by?,Heritage Malta
Malta Maritime Museum,curator,Antonio Espinosa Rodriguez,Who is the curator of Malta Maritime Museum?,Antonio Espinosa Rodriguez
Malta Maritime Museum,architect,William Scamp,Who does Malta Maritime Museum architect?,William Scamp
Malta Maritime Museum,operator,Heritage Malta,What is the operator of Malta Maritime Museum?,Heritage Malta
Malta Maritime Museum,country,Malta,What is the country of Malta Maritime Museum?,Malta
National Museum of Natural History,curator,John J. Borg,Who is the curator of National Museum of Natural History?,John J. Borg
National Museum of Natural History,owned by,Heritage Malta,What was National Museum of Natural History owned by?,Heritage Malta
Yıldız Palace,architect,Raimondo Tommaso D'Aronco,Who does Yıldız Palace architect?,Raimondo Tommaso D'Aronco
Big Ben,architectural style,Gothic Revival,What is the architectural style of Big Ben?,Gothic Revival
Big Ben,made from material,limestone,What is the made from material of Big Ben?,limestone
Yıldız Palace,significant event,renovation,What is the significant event of Yıldız Palace?,renovation
Big Ben,country,United Kingdom,What is the country of Big Ben?,United Kingdom
Big Ben,located in the administrative territorial entity,City of Westminster,What is the located in the administrative territorial entity of Big Ben?,City of Westminster
Urquhart Castle,country,United Kingdom,What is the country of Urquhart Castle?,United Kingdom
Vulci,official language,Etruscan,What is the official language of Vulci?,Etruscan
Vulci,located in the administrative territorial entity,Montalto di Castro,Who is the located in the administrative territorial entity of Vulci?,Montalto di Castro
Fremantle Prison,made from material,limestone,What is the made from material of Fremantle Prison?,limestone
Fremantle Prison,architectural style,Neoclassical architecture,What is the architectural style of Fremantle Prison?,Neoclassical architecture
Urquhart Castle,operator,Historic Environment Scotland,What is the operator of Urquhart Castle?,Historic Environment Scotland
Urquhart Castle,owned by,Historic Environment Scotland,What was Urquhart Castle owned by?,Historic Environment Scotland
Fremantle Prison,location,Fremantle,What is the location of Fremantle Prison?,Fremantle
Fremantle Prison,located in the administrative territorial entity,City of Fremantle,What is the located in the administrative territorial entity of Fremantle Prison?,City of Fremantle
Urquhart Castle,located in the administrative territorial entity,Highland,What is the located in the administrative territorial entity of Urquhart Castle?,Highland
Seattle Center,significant event,Century 21 Exposition,What is the significant event of Seattle Center?,Century 21 Exposition
Seattle Center,location,Lower Queen Anne,Who is the location of Seattle Center?,Lower Queen Anne
Urquhart Castle,location,Drumnadrochit,What is the location of Urquhart Castle?,Drumnadrochit
Cathedral of the Archangel,architect,Aloisio the New,Who does Cathedral of the Archangel architect?,Aloisio the New
Cathedral of the Archangel,country,Russia,What is the country of Cathedral of the Archangel?,Russia
Cathedral of the Archangel,named after,Michael,Who was Cathedral of the Archangel named after?,Michael
Cathedral of the Archangel,made from material,brick,What is the made from material of Cathedral of the Archangel?,brick
Cathedral of the Archangel,religion or worldview,Eastern Orthodoxy,What is the religion or worldview of Cathedral of the Archangel?,Eastern Orthodoxy
Cathedral of the Archangel,diocese,Moscow Eparchy,What is the diocese of Cathedral of the Archangel?,Moscow Eparchy
Buckingham Palace,country,United Kingdom,What is the country of Buckingham Palace?,United Kingdom
Buckingham Palace,owned by,House of Windsor,What was Buckingham Palace owned by?,House of Windsor
Buckingham Palace,located in the administrative territorial entity,City of Westminster,What is the located in the administrative territorial entity of Buckingham Palace?,City of Westminster
Cathedral of the Archangel,located in the administrative territorial entity,Tverskoy District,What is the located in the administrative territorial entity of Cathedral of the Archangel?,Tverskoy District
Buckingham Palace,manufacturer,William IV,Who is the manufacturer of Buckingham Palace?,William IV
Buckingham Palace,commissioned by,"John Sheffield, 1st Duke of Buckingham and Normanby",Who was Buckingham Palace commissioned by?,"John Sheffield, 1st Duke of Buckingham and Normanby"
Drottningholm Palace Theatre,architectural style,Baroque,What is the architectural style of Drottningholm Palace Theatre?,Baroque
Buckingham Palace,founded by,"John Sheffield, 1st Duke of Buckingham and Normanby",Who was Buckingham Palace founded by?,"John Sheffield, 1st Duke of Buckingham and Normanby"
Drottningholm Palace Theatre,heritage designation,World Heritage Site,What is the heritage designation of Drottningholm Palace Theatre?,World Heritage Site
Drottningholm Palace Theatre,owned by,National Property Board of Sweden,What was Drottningholm Palace Theatre owned by?,National Property Board of Sweden
Drottningholm Palace Theatre,architect,Carl Fredrik Adelcrantz,Who does Drottningholm Palace Theatre architect?,Carl Fredrik Adelcrantz
Alcazaba of Málaga,commissioned by,Hammudid dynasty,Who was Alcazaba of Málaga commissioned by?,Hammudid dynasty
Alcazaba of Málaga,architectural style,Moorish architecture,What is the architectural style of Alcazaba of Málaga?,Moorish architecture
